Index	Moves	Version	MoveID	CanUseMove	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	RawInflictCount	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	RawHealing	RawTarget	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	InflictCount	Healing	Target
419	雪崩	5	419	True	14	0	1	60	100	10	252	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
420	冰砾	5	420	True	14	0	1	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
421	暗影爪	5	421	True	7	0	1	70	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
422	雷电牙	5	422	True	12	4	1	65	95	15	0	0	0	1	10	1	0	0	0	10	275	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
423	冰冻牙	5	423	True	14	4	1	65	95	15	0	0	0	3	10	1	0	0	0	10	274	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
424	火焰牙	5	424	True	9	4	1	65	95	15	0	0	0	4	10	1	0	0	0	10	273	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
425	影子偷袭	5	425	True	7	0	1	40	100	30	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
426	泥巴炸弹	5	426	False	4	6	2	65	85	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	255	0	0	30	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
427	精神利刃	5	427	True	13	0	1	70	100	20	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
428	意念头锤	5	428	True	13	0	1	80	90	15	0	0	0	0	0	0	0	0	0	20	31	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
429	镜光射击	5	429	False	8	6	2	65	85	10	0	0	0	0	0	0	0	0	0	0	73	0	0	0	6	0	0	255	0	0	30	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
430	加农光炮	5	430	True	8	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	255	0	0	10	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
431	攀岩	5	431	False	0	4	1	90	85	20	0	0	0	6	20	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AnyExceptSelf
432	清除浓雾	5	432	True	2	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
433	戏法空间	5	433	True	13	10	0	0	101	5	249	0	0	0	0	0	0	0	0	0	259	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
434	流星群	5	434	True	15	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	254	0	0	100	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
435	放电	5	435	True	12	4	2	80	100	15	0	0	0	1	30	1	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
436	喷烟	5	436	True	9	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
437	飞叶风暴	5	437	True	11	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	254	0	0	100	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
438	强力鞭打	5	438	True	11	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
439	岩石炮	5	439	True	5	0	1	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
440	十字毒刃	5	440	True	3	4	1	70	100	20	0	0	0	5	10	1	0	0	1	0	209	0	0	0	0	0	0	0	0	0	0	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
441	垃圾射击	5	441	True	3	4	1	120	80	5	0	0	0	5	30	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	95	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
442	铁头	5	442	True	8	0	1	80	100	15	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
443	磁铁炸弹	5	443	False	8	0	1	60	101	20	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
444	尖石攻击	5	444	True	5	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
445	诱惑	5	445	False	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	265	0	0	5	3	0	0	254	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
446	隐形岩	5	446	True	5	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	266	0	0	11	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	SideOpponent
447	打草结	5	447	True	11	0	2	1	100	20	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
448	喋喋不休	5	448	False	2	4	2	65	100	20	0	0	0	6	100	2	2	5	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	True	False	False	True	False	True	False	False	False	False	TurnCountSwitch	None	AnyExceptSelf
449	制裁光砾	5	449	False	0	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
450	虫咬	5	450	True	6	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
451	充电光束	5	451	True	12	7	2	50	90	10	0	0	0	0	0	0	0	0	0	0	276	0	0	0	3	0	0	1	0	0	70	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
452	木槌	5	452	True	11	0	1	120	100	15	0	0	0	0	0	0	0	0	0	0	198	223	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
453	水流喷射	5	453	True	10	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
454	攻击指令	5	454	True	6	0	1	90	100	15	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
455	防御指令	5	455	True	6	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	206	0	0	7	2	4	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
456	回复指令	5	456	False	6	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	None	50	Self
457	双刃头锤	5	457	True	5	0	1	150	80	5	0	0	0	0	0	0	0	0	0	0	269	206	0	0	0	0	0	0	0	0	0	0	0	150	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
458	二连击	5	458	True	0	0	1	35	90	10	0	2	2	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
459	时光咆哮	5	459	True	15	0	2	150	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	150	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
460	亚空裂斩	5	460	True	15	0	2	100	95	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
461	新月舞	5	461	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	270	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	True	None	None	Self
462	捏碎	5	462	True	0	0	1	1	100	5	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
463	熔岩风暴	5	463	True	9	4	2	100	75	5	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountNoSwitch	None	AnyExceptSelf
464	暗黑洞	5	464	False	16	1	0	0	50	10	0	0	0	2	0	2	2	4	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	TurnCountSwitch	None	AllAdjacentOpponents
465	种子闪光	5	465	False	11	6	2	120	85	5	0	0	0	0	0	0	0	0	0	0	271	0	0	0	4	0	0	254	0	0	40	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
466	奇异之风	5	466	False	7	7	2	60	100	5	0	0	0	0	10	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	10	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
467	暗影潜袭	5	467	True	7	0	1	120	100	5	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	140	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
468	磨爪	5	468	True	16	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	277	0	0	7	1	6	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
469	广域防守	5	469	True	5	11	0	0	101	10	3	0	0	0	0	0	0	0	0	0	278	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	None	None	SideSelf
470	防守平分	5	470	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
471	力量平分	5	471	True	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
472	奇妙空间	5	472	True	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	281	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
473	精神冲击	5	473	True	13	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
474	毒液冲击	5	474	True	3	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	85	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
475	身体轻量化	5	475	True	8	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	284	0	0	7	5	0	0	2	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
476	愤怒粉	5	476	True	6	13	0	0	101	20	2	0	0	0	0	0	0	0	0	0	172	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	None	None	Self
477	意念移物	5	477	False	13	1	0	0	101	15	0	0	0	65535	0	2	3	3	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	True	False	False	False	False	False	True	False	True	TurnCountSwitch	None	AnyExceptSelf
478	魔法空间	5	478	True	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	286	0	0	10	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	SideAll
479	击落	5	479	True	5	0	1	50	100	15	0	0	0	65535	100	1	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	Permanent	None	AnyExceptSelf
480	山岚摔	5	480	True	1	0	1	60	100	10	0	0	0	0	0	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
481	烈焰溅射	5	481	False	9	0	2	70	100	15	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
482	污泥波	5	482	True	3	4	2	95	100	10	0	0	0	5	10	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AllAdjacent
483	蝶舞	5	483	True	6	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	290	0	0	7	3	4	5	1	1	1	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	True	None	None	Self
484	重磅冲撞	5	484	True	8	0	1	1	100	10	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
485	同步干扰	5	485	False	13	0	2	120	100	10	0	0	0	0	0	0	0	0	0	0	292	0	0	4	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacent
486	电球	5	486	True	12	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
487	浸水	5	487	True	10	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
488	蓄能焰袭	5	488	True	9	7	1	50	100	20	0	0	0	0	0	0	0	0	0	0	295	0	0	0	5	0	0	1	0	0	100	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
489	盘蜷	5	489	True	3	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	322	0	0	7	1	2	6	1	1	1	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
490	下盘踢	5	490	True	1	6	1	65	100	20	0	0	0	0	0	0	0	0	0	0	20	0	0	0	5	0	0	255	0	0	100	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
491	酸液炸弹	5	491	True	3	6	2	40	100	20	0	0	0	0	0	0	0	0	0	0	296	0	0	0	4	0	0	254	0	0	100	0	0	70	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
492	欺诈	5	492	True	16	0	1	95	100	15	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
493	单纯光束	5	493	True	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
494	找伙伴	5	494	True	0	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	None	None	AnyExceptSelf
495	您先请	5	495	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	None	None	AnyExceptSelf
496	轮唱	5	496	True	0	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
497	回声	5	497	True	0	0	2	40	100	15	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	None	None	AnyExceptSelf
498	逐步击破	5	498	False	0	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
499	清除之烟	5	499	True	3	0	2	50	101	15	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	75	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
500	辅助力量	5	500	True	13	0	2	20	100	10	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
501	快速防守	5	501	True	1	11	0	0	101	15	3	0	0	0	0	0	0	0	0	0	306	0	0	12	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	None	None	SideSelf
502	交换场地	5	502	True	13	13	0	0	101	15	2	0	0	0	0	0	0	0	0	0	307	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
503	热水	5	503	True	10	4	2	80	100	15	0	0	0	4	30	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
504	破壳	5	504	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	308	0	0	7	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
505	治愈波动	5	505	True	13	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	309	0	50	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	False	False	False	False	False	True	True	False	False	True	False	True	None	50	AnyExceptSelf
506	祸不单行	5	506	True	7	0	2	65	100	10	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
507	自由落体	5	507	False	2	0	1	60	100	10	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	0	0	0	0	110	True	True	False	True	False	False	True	False	False	True	False	True	False	False	False	False	False	True	None	None	AnyExceptSelf
508	换档	5	508	True	8	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	312	0	0	7	5	1	0	2	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
509	巴投	5	509	True	1	0	1	60	90	10	250	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	80	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
510	烧尽	5	510	True	9	0	2	60	100	15	0	0	0	0	0	0	0	0	0	0	314	0	0	5	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
511	延后	5	511	True	16	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	None	None	AnyExceptSelf
512	杂技	5	512	True	2	0	1	55	100	15	0	0	0	0	0	0	0	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	True	False	False	False	False	False	True	None	None	AnyExceptSelf
513	镜面属性	5	513	True	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	True	False	True	None	None	AnyExceptSelf
514	报仇	5	514	True	0	0	1	70	100	5	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
515	搏命	5	515	True	1	0	2	1	100	5	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
516	传递礼物	5	516	False	0	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	None	None	AnyExceptSelf
517	炼狱	5	517	True	9	4	2	100	50	5	0	0	0	4	100	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	Permanent	None	AnyExceptSelf
518	水之誓约	5	518	True	10	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
519	火之誓约	5	519	True	9	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
520	草之誓约	5	520	True	11	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AnyExceptSelf
521	伏特替换	5	521	True	12	0	2	70	100	20	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	120	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
522	虫之抵抗	5	522	True	6	6	2	50	100	20	0	0	0	0	0	0	0	0	0	0	71	0	0	5	3	0	0	255	0	0	100	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
523	重踏	5	523	True	4	6	1	60	100	20	0	0	0	0	0	0	0	0	0	0	70	0	0	4	5	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	None	None	AllAdjacent
524	冰息	5	524	True	14	0	2	60	90	10	0	0	0	0	100	0	0	0	6	0	288	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
525	龙尾	5	525	True	15	0	1	60	90	10	250	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	110	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
526	自我激励	5	526	True	0	2	0	0	101	30	0	0	0	0	0	0	0	0	0	0	327	0	0	7	1	3	0	1	1	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	None	None	Self
527	电网	5	527	True	12	6	2	55	95	15	0	0	0	0	0	0	0	0	0	0	20	0	0	5	5	0	0	255	0	0	100	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AllAdjacentOpponents
528	疯狂伏特	5	528	True	12	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	48	231	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	None	None	AnyExceptSelf
